source,target
bia_hvid,silvia_rensi
bia_hvid,BolloAlessandro
bia_hvid,FitzcarraldoFon
larobbi,ProgettoRENA
larobbi,FLuccisano
cesenalab,MaxDelFerraro
elisa_emiliani,lidiamarongiu
elisa_emiliani,napo
saroversi,YouCanGroup
saroversi,unipolideas
saroversi,ProgettoRENA
socialPA_RM,PierG
socialPA_RM,FusacchiA
Rimassasonoio,REStartSocial
Rimassasonoio,ChiaraPeggy
ghirardinicola,biljaic
ghirardinicola,ChiaraPeggy
bia_hvid,michiamofede
bia_hvid,AlessandroBollo
bia_hvid,CultPopSocCoop
f_galtieri,ProgettoRENA
f_galtieri,clodcop
PadovaFIRST,Socialseed_
PadovaFIRST,BolloAlessandro
ProgettoRENA,ValeriaAdani
ProgettoRENA,ProgettoRENA
ProgettoRENA,FLuccisano
PuntoDock,sociolab_tweet
PuntoDock,dskutz
lucliva,ZazzaNM
babaulab,ProgettoRENA
babaulab,stefanomicelli
enzolefevre,mrcfabbri
smodeo86,the_qube
AleBezzi,metiuuitem
AleBezzi,FLuccisano
panebarcos,EmilBanca
panebarcos,FLuccisano
panebarcos,ProgettoRENA
vivaioimprese,vivaio_imprese
f_galtieri,FLuccisano
f_galtieri,ProgettoRENA
beavillari,ProgettoRENA
albpas,ProgettoRENA
dclfbk,napo
mariella_stella,_Aloisi
ChiaraBrughera,fmp_it
larobbi,TorinoAnni10
larobbi,ivanapais
ivanapais,stefanomicelli
TorinoAnni10,BolloAlessandro
andrecatta,ChiaraPeggy
f_galtieri,EmilBanca
f_galtieri,letiziapian
Editormanque,silvia_rensi
Editormanque,Editormanque
ceciliamanzo,ChiaraPeggy
ceciliamanzo,ivanapais
ceciliamanzo,meedabyte
ceciliamanzo,dgiluz
FBrudaglio,MattiaSullini
FBrudaglio,ivanapais
larobbi,_Aloisi
larobbi,dskutz
saroversi,YouCanGroup
saroversi,FLuccisano
saroversi,ProgettoRENA
violamargiotta,matteolepore
luca_biancucci,EmilBanca
luca_biancucci,letiziapian
luca_biancucci,damienlanfrey
NicolaCorsano,violamargiotta
NicolaCorsano,marcogy
metiuuitem,napo
f_galtieri,TorinoAnni10
f_galtieri,ivanapais
WinAHome4Life,Innovandiamo
WinAHome4Life,ChiaraPeggy
indugiare,totididio
iladonatio,FLuccisano
spettandoGodot,luca_biancucci
spettandoGodot,we4italy
spettandoGodot,FusacchiA
alevaccari,Ale_Nigro
alevaccari,ivanapais
alevaccari,ProgettoRENA
RuralHub,Ffoodinstitute
RuralHub,alcenero
AlessandraFeol1,Sardexnet
AlessandraFeol1,ProgettoRENA
Acquarius75,sostenibile_com
Acquarius75,carlettab
Acquarius75,chrisiaio
Acquarius75,Cikyio
nico_stac,ProgettoRENA
nico_stac,napo
wequestion,ValeriaAdani
wequestion,FLuccisano
wequestion,ProgettoRENA
GiancaBergamo,ProgettoRENA
GiancaBergamo,FLuccisano
NetOfEverything,bia_hvid
NetOfEverything,OfficineArduino
NetOfEverything,mbanzi
catencina,AleBezzi
catencina,BolloAlessandro
pcapellino,mariella_stella
pcapellino,ProgettoRENA
LucaBosonetto,GabroXII
LucaBosonetto,michelemas
ProgettoRENA,FLuccisano
f_galtieri,we4italy
2020CityPlus,EmilBanca
2020CityPlus,letiziapian
2020CityPlus,damienlanfrey
massimosanti,damienlanfrey
biljaic,bobpersio
biljaic,Airbnb
biljaic,HyattConcierge
biljaic,meedabyte
JCubeSrl,davideagazzi
JCubeSrl,matteolepore
mrcfabbri,TorinoAnni10
mrcfabbri,dgiluz
LiveUru,ProgettoRENA
LiveUru,dgiluz
Oska7,Robertap526
Oska7,Oska7
MarcoTognetti1,HUBFirenze
MarcoTognetti1,MarcoTognetti1
REStartSocial,ProgettoRENA
AleBezzi,stefanomicelli
RanghioFrance,damienlanfrey
ascuoladioc,AlessandraFeol1
ascuoladioc,FLuccisano
ascuoladioc,ascuoladioc
paolocampagnano,ivanapais
PierG,lidiamarongiu
PierG,napo
nimeo,ProgettoRENA
nimeo,FLuccisano
Liberos2,ivanapais
enzolefevre,ProgettoRENA
franleu,TorinoAnni10
2020CityPlus,ChiaraPeggy
2020CityPlus,ProgettoRENA
Erica_sir,FLuccisano
LiveUru,mrcfabbri
ProgettoRENA,EmilBanca
ProgettoRENA,FLuccisano
ProgettoRENA,ProgettoRENA
AttivaFirenze,AleBezzi
AttivaFirenze,ProgettoRENA
franleu,spettandoGodot
DaVelSign,lorenzobenussi
DaVelSign,napo
alessiobau,MiurSocial
alessiobau,FusacchiA
Emblema_,napo
Liberos2,ZazzaNM
Liberos2,manuel_persico
cimina,invisigot
cimina,ProgettoRENA
cimina,cimina
cimina,LucaCominassi
davideagazzi,larobbi
davideagazzi,FLuccisano
davideagazzi,ProgettoRENA
Lebowskiana,xdxd_vs_xdxd
Lebowskiana,EleParisi
Lebowskiana,mantralex
Lebowskiana,bertramniessen
BilardiGiovanni,PuntoDock
violamargiotta,larobbi
violamargiotta,FusacchiA
violamargiotta,ProgettoRENA
LiveUru,ProgettoRENA
LiveUru,MicheledAlena
enzolefevre,_Aloisi
enzolefevre,damienlanfrey
theirsmile19,TTmobile_
panebarcos,funkylotito
panebarcos,ProgettoRENA
LucaCominassi,dskutz
lucliva,TorinoAnni10
pelo80,Acquarius75
pelo80,FHumanplus
franleu,we4italy
franleu,Guarene2020
ArielsM87,2020CityPlus
ArielsM87,ChiaraPeggy
ArielsM87,ProgettoRENA
MLetiziaGardoni,FLuccisano
EmilBanca,FLuccisano
ProgettoRENA,AleBezzi
ProgettoRENA,damienlanfrey
MaxDelFerraro,saroversi
MaxDelFerraro,Sardexnet
f_galtieri,metiuuitem
f_galtieri,FLuccisano
metiuuitem,BolloAlessandro
violamargiotta,larobbi
violamargiotta,ProgettoRENA
Guarene2020,ProgettoRENA
Guarene2020,FLuccisano
metiuuitem,damienlanfrey
ProgettoRENA,lanicos
damienlanfrey,dskutz
guglielmoa,ValComm
guglielmoa,stefanomicelli
LiveUru,ivanapais
SalvatoreAmura,FusacchiA
SalvatoreAmura,MiurSocial
hubspa,stefymilo
hubspa,stefanomicelli
funkylotito,anpugliese
funkylotito,FLuccisano
FBrudaglio,ProgettoRENA
PierG,fabriziacalda
PierG,FusacchiA
alloracrealo,HUBFirenze
alloracrealo,damienlanfrey
alloracrealo,ottobottoni
Liberos2,RitaBartolomei
ProgettoRENA,BolloAlessandro
indugiare,aperdichizzi
indugiare,FusacchiA
erstartup,andrecatta
gpcolletti,ChiaraPeggy
GianGranero,Socialseed_
spettandoGodot,ProgettoRENA
aperdichizzi,ladycrowd
gdeluxe1,FBrudaglio
gdeluxe1,FraMazzocchi
gdeluxe1,ProgettoRENA
davidsaitta,larobbi
davidsaitta,ProgettoRENA
Tommaso_Aiello,siboc
Tommaso_Aiello,ProgettoRENA
catencina,La_Nicos
briguzia,AleBezzi
briguzia,briguzia
FBrudaglio,matteolepore
FBrudaglio,ProgettoRENA
ProgettoRENA,dgiluz
bobpersio,clarainbeta
bobpersio,FLuccisano
bobpersio,ProgettoRENA
noemisatta,damienlanfrey
noemisatta,ProgettoRENA
EmilBanca,ivanapais
andrecatta,sabinacuccibar
_Aloisi,andrecatta
_Aloisi,FusacchiA
PadovaFIRST,ProgettoRENA
PadovaFIRST,FLuccisano
Liberos2,BolloAlessandro
EmilBanca,FLuccisano
Guarene2020,aperdichizzi
Guarene2020,ProgettoRENA
alevaccari,EmilBanca
alevaccari,chrisiaio
bobpersio,ChiaraBrughera
PierG,ChiaraPeggy
REStartSocial,ChiaraPeggy
bobpersio,ProgettoRENA
donatilor,Ravenna2019
donatilor,mamacaluda
donatilor,ProgettoRENA
EncodeThis,ChiaraBrughera
DGermy,TeslaMotors
AleBezzi,ProgettoRENA
babaulab,TorinoAnni10
babaulab,stefanomicelli
LiveUru,FusacchiA
simbagalli,mariella_stella
simbagalli,damienlanfrey
bobpersio,bertramniessen
FLuccisano,lidiamarongiu
TorselloM,GSRomeHub
bobpersio,Innovandiamo
franleu,f_galtieri
EmilBanca,mamacaluda
guglielmoa,MattiaSullini
bobpersio,FLuccisano
catencina,ivanapais
socialPA_RM,Ale_Nigro
socialPA_RM,damienlanfrey
socialPA_RM,ProgettoRENA
mamacaluda,Emuratori
mamacaluda,FLuccisano
mamacaluda,mamacaluda
mamacaluda,isaangiuli
mamacaluda,FraMazzocchi
mamacaluda,addibbi
f_galtieri,mamacaluda
f_galtieri,damienlanfrey
DaVelSign,ProgettoRENA
DaVelSign,napo
pigillone,BolloAlessandro
pigillone,ArefBrescia
wendy_tiger,Urban_Res_Dance
wendy_tiger,chrisiaio
Emuratori,napo
ChiaraPeggy,FusacchiA
clarainbeta,ProgettoRENA
Andreacritico,RuralHub
Andreacritico,FLuccisano
calabriativi,damienlanfrey
calabriativi,siboc
becare_29,AlessandraFeol1
becare_29,FLuccisano
becare_29,Monithon
larobbi,MattiaSullini
larobbi,ivanapais
frarusso,f_galtieri
frarusso,ProgettoRENA
REStartSocial,ProgettoRENA
REStartSocial,ChiaraPeggy
michiamofede,ivanapais
phisaz,anpugliese
phisaz,FLuccisano
larobbi,ProgettoRENA
Tukulti_Ninurta,LucaCominassi
Tukulti_Ninurta,ProgettoRENA
Liberos2,FLuccisano
ivanapais,Ale_Nigro
ivanapais,ProgettoRENA
indugiare,lorenzobenussi
f_galtieri,ProgettoRENA
f_galtieri,funkylotito
Ale_Nigro,ProgettoRENA
egferro,FraMazzocchi
socialPA_RM,Emuratori
socialPA_RM,napo
gummyindustries,bia_hvid
gummyindustries,gummyindustries
gummyindustries,ivanapais
carlettab,OuiShare
YouCanGroup,Ffoodinstitute
YouCanGroup,meedabyte
violamargiotta,ValeriaAdani
violamargiotta,ProgettoRENA
violamargiotta,FLuccisano
FBrudaglio,FLuccisano
REStartSocial,RuralHub
REStartSocial,FLuccisano
YouCanGroup,ProgettoRENA
YouCanGroup,ChiaraPeggy
workingcapital,FLuccisano
Mario_Intini,FLuccisano
Societing_SC,Rafr
Societing_SC,AmareRecoba
Societing_SC,andreadanielli
catencina,ProgettoRENA
Cikyio,Acquarius75
Cikyio,sostenibile_com
Cikyio,carlettab
Cikyio,chrisiaio
Cikyio,Cikyio
violamargiotta,TorinoAnni10
violamargiotta,BolloAlessandro
LiveUru,TorinoAnni10
LiveUru,ivanapais
enzolefevre,FBrudaglio
enzolefevre,ProgettoRENA
f_galtieri,lorenzobenussi
f_galtieri,napo
AgostinoRiitano,ChiaraPeggy
larobbi,BolloAlessandro
larobbi,FitzcarraldoFon
larobbi,ProgettoRENA
metiuuitem,ProgettoRENA
metiuuitem,FLuccisano
AleBezzi,TorinoAnni10
wequestion,vignolimatteo
wequestion,ProgettoRENA
SpazioGrisu,ChiaraPeggy
cesenalab,ArtOfDecisions
FLuccisano,damienlanfrey
FLuccisano,FLuccisano
enzolefevre,tarmelop
enzolefevre,ProgettoRENA
bia_hvid,larobbi
bia_hvid,ProgettoRENA
EmilBanca,matteolepore
mrcfabbri,bia_hvid
mrcfabbri,ProgettoRENA
PuntoDock,paoloventuri100
PuntoDock,ProgettoRENA
franleu,larobbi
franleu,FLuccisano
franleu,ProgettoRENA
RobCacciatore,ProgettoRENA
RobCacciatore,ZazaNM
bobpersio,stefanomicelli
marco_vignoli,FusacchiA
marco_vignoli,vignolimatteo
pelo80,napo
funkylotito,fmp_it
AlessandraFeol1,FLuccisano
larobbi,SISinnovation
larobbi,ProgettoRENA
LucaCominassi,napo
LucaCominassi,massimosanti
RanghioFrance,guglielmoa
RanghioFrance,damienlanfrey
f_galtieri,massimosanti
mamacaluda,Emuratori
mamacaluda,napo
ZazzaNM,alessiobau
ZazzaNM,ZazzaNM
PadovaFIRST,Socialseed_
mrcfabbri,FLuccisano
mrcfabbri,matteorenzi
Socialseed_,damienlanfrey
beavillari,ProgettoRENA
beavillari,ZazzaNM
fedecolonna,karmainspace
fedecolonna,ChiaraPeggy
larobbi,FraMazzocchi
mspalletta,aperdichizzi
mspalletta,ProgettoRENA
larobbi,istat_it
socialPA_RM,metiuuitem
socialPA_RM,dskutz
socialPA_RM,spaghetti_folks
socialPA_RM,patriziasaggia
LiveUru,damienlanfrey
LiveUru,TorinoAnni10
LiveUru,piervaccaneo
LiveUru,mariella_stella
LiveUru,robertamilano
RobCacciatore,ProgettoRENA
RobCacciatore,napo
_Aloisi,Erica_sir
_Aloisi,FusacchiA
f_galtieri,AttivaFirenze
f_galtieri,chrisiaio
f_galtieri,Twiperbole
Guarene2020,LiveUru
Guarene2020,chrisiaio
Guarene2020,Guarene2020
ZCluciano,saroversi
ZCluciano,Sardexnet
Robertap526,dgiluz
Robertap526,ProgettoRENA
paolocampagnano,damienlanfrey
f_galtieri,damienlanfrey
f_galtieri,ProgettoRENA
metiuuitem,siboc
MasterDCS,coworkingcowo
MasterDCS,ProgettoRENA
enzolefevre,wwworkersCamp
DaVelSign,MaxDelFerraro
PierG,FBrudaglio
PierG,ProgettoRENA
EmilBanca,ChiaraPeggy
giuseppecik,mariella_stella
giuseppecik,and_paoletti
giuseppecik,profumodisvolta
2020CityPlus,ProgettoRENA
bobpersio,AleBezzi
bobpersio,ProgettoRENA
MaxDelFerraro,lorenzobenussi
MaxDelFerraro,napo
RosaBorgognoni,ProgettoRENA
RosaBorgognoni,chrisiaio
RosaBorgognoni,Labsus1
RanghioFrance,PuntoDock
RanghioFrance,RanghioFrance
pcapellino,LiveUru
pcapellino,FLuccisano
BAMstracult,BolloAlessandro
mamacaluda,Ravenna2019
alevaccari,ChiaraPeggy
lucliva,PierG
lucliva,meedabyte
ProgettoRENA,FLuccisano
ProgettoRENA,damienlanfrey
f_galtieri,ChiaraPeggy
ProgettoRENA,Innovandiamo
ProgettoRENA,ProgettoRENA
Niallshugs__,iinokinji
attilio_db,ProgettoRENA
violamargiotta,ProgettoRENA
Robertap526,ProgettoRENA
clarainbeta,ivanapais
clarainbeta,chrisiaio
bia_hvid,vignolimatteo
bia_hvid,ProgettoRENA
LuciaTubaro,michiamofede
LuciaTubaro,CultPopSocCoop
RanghioFrance,stefanomicelli
Andreacritico,siboc
Fare_Fiumicino,ProgettoRENA
Fare_Fiumicino,napo
LiveUru,BolloAlessandro
Emblema_,chrisiaio
Emblema_,ProgettoRENA
ProgettoRENA,clodcop
mariella_stella,ProgettoRENA
mariella_stella,clodcop
bia_hvid,digitalpaths
bia_hvid,workingcapital
TorinoAnni10,FLuccisano
PuntoDock,we4italy
clarainbeta,Erica_sir
Socialseed_,chrisiaio
bia_hvid,alessiobau
bia_hvid,NeelieKroesEU
dariasantucci,bobpersio
dariasantucci,Airbnb
dariasantucci,HyattConcierge
dariasantucci,meedabyte
MaxDelFerraro,ProgettoRENA
MaxDelFerraro,ivanapais
ProgettoRENA,stefanomicelli
Robertap526,AleBezzi
Robertap526,ProgettoRENA
PierG,gpcolletti
PierG,dgiluz
Liberos2,enricogiova
egferro,funkylotito
egferro,ProgettoRENA
egferro,dgiluz
aperdichizzi,chrisiaio
aperdichizzi,marcogy
andreamareschi,ivanapais
Tukulti_Ninurta,ProgettoRENA
saroversi,davideagazzi
tree_hr_,aperdichizzi
tree_hr_,ProgettoRENA
napo,dclfbk
napo,napo
LiveUru,lorenzobenussi
AngeloBongio,bia_hvid
AngeloBongio,ivanapais
Erica_sir,siboc
SilviaSalmeri,paolocampagnano
SilviaSalmeri,ZazzaNM
startsaturdays,meedabyte
digitalpaths,EmilBanca
digitalpaths,ZazzaNM
AleBezzi,chrisiaio
AleBezzi,Labsus1
RobCacciatore,imaginaryaurora
RobCacciatore,ivanapais
2020CityPlus,ProgettoRENA
2020CityPlus,stefanomicelli
RobCacciatore,gpcolletti
RobCacciatore,ivanapais
_Aloisi,ChiaraPeggy
_Aloisi,FusacchiA
Lorenzo_Micheli,f_galtieri
Lorenzo_Micheli,FLuccisano
Lorenzo_Micheli,ProgettoRENA
andrecatta,damienlanfrey
andrecatta,dskutz
Acquarius75,ivanapais
muuffa,damienlanfrey
socialPA_RM,ProgettoRENA
socialPA_RM,Annibaledelia
TorinoAnni10,La_Nicos
TorinoAnni10,damienlanfrey
VZappino,domenicoros
VZappino,VitaDario
VZappino,sergiostumpo
VZappino,calabriativi
ArielsM87,chrisiaio
2020CityPlus,ProgettoRENA
Liberos2,enricogiova
AleBezzi,ivanapais
egferro,matteolepore
egferro,MicheledAlena
gpcolletti,meedabyte
indugiare,michiamofede
indugiare,chrisiaio
indugiare,CultPopSocCoop
babaulab,sabinacuccibar
enzolefevre,simonebor
AttivaFirenze,Twiperbole
Ffoodinstitute,enzolefevre
Ffoodinstitute,ProgettoRENA
ZazzaNM,startsaturdays
ZazzaNM,ZazzaNM
paolocosta,akribia
paolocosta,TorinoAnni10
paolocosta,davideagazzi
f_galtieri,RanghioFrance
f_galtieri,sociolab_tweet
f_galtieri,PuntoDock
RobCacciatore,alessiobau
RobCacciatore,damienlanfrey
St_Giaccardi,chrisiaio
St_Giaccardi,Labsus1
St_Giaccardi,LabGov
larobbi,f_galtieri
we4italy,lidiamarongiu
addibbi,gpcolletti
addibbi,ivanapais
larobbi,ProgettoRENA
AttivaFirenze,chrisiaio
AttivaFirenze,Twiperbole
totididio,wepushsocial
totididio,Labsus1
beavillari,ProgettoRENA
beavillari,FusacchiA
mariella_stella,FLuccisano
mariella_stella,ProgettoRENA
lefunkymamas,ProgettoRENA
lefunkymamas,damienlanfrey
clarainbeta,sergiogalasso
f_galtieri,marco_vignoli
f_galtieri,FusacchiA
fedecolonna,PezzeGalere
FLuccisano,damienlanfrey
FLuccisano,FLuccisano
larobbi,Emblema_
larobbi,chrisiaio
larobbi,ProgettoRENA
AleBezzi,bia_hvid
AleBezzi,chrisiaio
guglielmoa,FLuccisano
MariucciaTeroni,DigitaliansEU
fedepank,ProgettoRENA
Cittadinireatti,gpcolletti
Cittadinireatti,ProgettoRENA
Innovandiamo,FLuccisano
RuralHub,FLuccisano
caprioli_c,larobbi
dimarconicola,ProgettoRENA
Tukulti_Ninurta,Iris_Network
Tukulti_Ninurta,ProgettoRENA
calembourdesign,FLuccisano
NadiaKarbo,BAMstracult
NadiaKarbo,BolloAlessandro
mariella_stella,ProgettoRENA
mariella_stella,clodcop
LiveUru,indugiare
LiveUru,FLuccisano
LiveUru,CultPopSocCoop
LiveUru,OOPgiovani
mspss,muuffa
mspss,damienlanfrey
ValComm,Ale_Nigro
ValComm,ProgettoRENA
TorinoAnni10,EmilBanca
TorinoAnni10,ProgettoRENA
LuciaTubaro,FLuccisano
ProgettoRENA,vignolimatteo
ProgettoRENA,ProgettoRENA
enzolefevre,luca_biancucci
enzolefevre,ProgettoRENA
2020CityPlus,matteolepore
2020CityPlus,ProgettoRENA
AttivaFirenze,AleBezzi
AttivaFirenze,danieltarozzi
AttivaFirenze,AttivaFirenze
killermedia,ProgettoRENA
guglielmoa,mamacaluda
guglielmoa,Ravenna2019
EmilBanca,damienlanfrey
ceciliamanzo,FraMazzocchi
f_galtieri,AleBezzi
f_galtieri,ProgettoRENA
RanghioFrance,indugiare
RanghioFrance,OOPgiovani
RanghioFrance,CultPopSocCoop
Robertap526,Erica_sir
Robertap526,FusacchiA
f_galtieri,ChiaraPeggy
RitaBartolomei,simonecicero
AngeloBongio,maurocolombo_
AngeloBongio,FaberLabVarese
larobbi,ProgettoRENA
larobbi,meedabyte
ValerioBetti,COBspace
ValerioBetti,alepirani
ValerioBetti,batty82
ValerioBetti,ProgettoRENA
RobCacciatore,AleBezzi
RobCacciatore,damienlanfrey
siboc,ProgettoRENA
Emblema_,ProgettoRENA
enzolefevre,LiveUru
enzolefevre,chrisiaio
NonProfit_Lab,ProgettoRENA
ivanapais,ChiaraPeggy
ivanapais,egeaonline
Tommaso_Aiello,ProgettoRENA
Tommaso_Aiello,FLuccisano
muuffa,violamargiotta
f_galtieri,muuffa
f_galtieri,FLuccisano
killermedia,BAMstracult
YouCanGroup,BolloAlessandro
TorinoAnni10,fmp_it
FLuccisano,larobbi
FLuccisano,FLuccisano
FLuccisano,ProgettoRENA
massimosanti,ivanapais
LiveUru,mamacaluda
LiveUru,chrisiaio
aperdichizzi,ChiaraPeggy
RobCacciatore,larobbi
RobCacciatore,istat_it
FLuccisano,lorenzobenussi
FLuccisano,FLuccisano
enzolefevre,lorenzobenussi
RFURESI,lefunkymamas
ProgettoRENA,f_galtieri
ProgettoRENA,FLuccisano
ProgettoRENA,ProgettoRENA
LiveUru,FLuccisano
LiveUru,E_tci
letiziapian,EmilBanca
letiziapian,letiziapian
alevaccari,larobbi
alevaccari,ProgettoRENA
damienlanfrey,FLuccisano
vivisostenibile,FuoritracciaCom
ValComm,violamargiotta
ValComm,marcogy
piazzaberlino,lorenzobenussi
piazzaberlino,FLuccisano
fedecolonna,damienlanfrey
mamacaluda,FusacchiA
mamacaluda,Ravenna2019
Emuratori,napo
AleBezzi,PuntoDock
WIP4EU,workingcapital
WIP4EU,ChiaraPeggy
alexfoudon,ProgettoRENA
alexfoudon,FLuccisano
Emuratori,FLuccisano
Emuratori,mamacaluda
Emuratori,isaangiuli
Emuratori,FraMazzocchi
Emuratori,addibbi
pal_lore,larobbi
pal_lore,BolloAlessandro
pal_lore,FitzcarraldoFon
pal_lore,ProgettoRENA
spettandoGodot,panebarcos
mamacaluda,napo
mamacaluda,Ravenna2019
workingcapital,coderdojobo
becare_29,funkylotito
becare_29,ProgettoRENA
becare_29,dgiluz
ProgettoRENA,FraMazzocchi
socialPA_RM,andrecatta
socialPA_RM,chrisiaio
TorinoAnni10,HansCaron
TorinoAnni10,TorinoAnni10
TorinoAnni10,davideagazzi
mamacaluda,Ravenna2019
f_galtieri,paolocampagnano
f_galtieri,ivanapais
FBrudaglio,ProgettoRENA
egferro,FLuccisano
egferro,davideagazzi
egferro,FraMazzocchi
egferro,MicheledAlena
dtartari,ProgettoRENA
violamargiotta,DigitaliansEU
mamacaluda,BolloAlessandro
mrcfabbri,dgiluz
ProgettoRENA,Emiliana_Me
ProgettoRENA,ivanapais
ProgettoRENA,_CleaNap
ProgettoRENA,BikeSharingNa
bobpersio,dgiluz
LucaBosonetto,GabroXII
AleBezzi,Sardexnet
nico_stac,clarainbeta
nico_stac,napo
EleParisi,Lebowskiana
EleParisi,xdxd_vs_xdxd
EleParisi,EleParisi
EleParisi,mantralex
EleParisi,bertramniessen
pal_lore,TorinoAnni10
pal_lore,stefanomicelli
egferro,f_galtieri
egferro,FLuccisano
RuralHub,FraMazzocchi
ProgettoRENA,BAMstracult
HansCaron,TorinoAnni10
HansCaron,HansCaron
HansCaron,TorinoAnni10
HansCaron,davideagazzi
michiamofede,PierG
michiamofede,FusacchiA
ProgettoRENA,gpcolletti
ProgettoRENA,ProgettoRENA
egferro,mariocalabresi
egferro,DeBortoliF
TorinoAnni10,FLuccisano
AttivaFirenze,AleBezzi
HulaShopBambini,FraMazzocchi
RRocelli,Ale_Nigro
RRocelli,ChiaraPeggy
RRocelli,dgiluz
RRocelli,ProgettoRENA
damienlanfrey,TorinoAnni10
damienlanfrey,dskutz
damienlanfrey,urukwavu
saroversi,Ffoodinstitute
saroversi,FLuccisano
saroversi,ProgettoRENA
saroversi,YouCanGroup
FBrudaglio,larobbi
FBrudaglio,FLuccisano
FBrudaglio,ProgettoRENA
dohabit,f_galtieri
dohabit,ProgettoRENA
alevaccari,we4italy
coluques,lidiamarongiu
massimosanti,dskutz
fabriziacalda,guglielmoa
fabriziacalda,damienlanfrey
Guarene2020,LiveUru
Guarene2020,stefanomicelli
Guarene2020,Guarene2020
futureIT_,urbanohumano
futureIT_,clarainbeta
futureIT_,MicheledAlena
futureIT_,meedabyte
futureIT_,Collaboriamo
DigitaliansEU,FusacchiA
YouCanGroup,simon_salvini
YouCanGroup,Ffoodinstitute
YouCanGroup,ProgettoRENA
gimmellimarco,FBrudaglio
gimmellimarco,ProgettoRENA
robertore62,FLuccisano
robertore62,damienlanfrey
robertore62,ProgettoRENA
CentroAntartide,meedabyte
RobCacciatore,FusacchiA
HUBFirenze,stefanomicelli
diegoteloni,damienlanfrey
diegoteloni,sumlab
diegoteloni,FondazBrodolini
aspALISEI,czgavazzi
aspALISEI,amandaferrario
aspALISEI,MaViAmantea
ClaudiaRomano2,TorinoAnni10
ClaudiaRomano2,stefanomicelli
OOPgiovani,indugiare
OOPgiovani,FLuccisano
OOPgiovani,CultPopSocCoop
OOPgiovani,OOPgiovani
socialPA_RM,matteolepore
f_galtieri,fedepank
f_galtieri,clodcop
f_galtieri,ProgettoRENA
migliavaccap,RanghioFrance
migliavaccap,ProgettoRENA
muuffa,AleBezzi
muuffa,ChiaraPeggy
rosybattaglia,TorinoAnni10
ProgettoRENA,YouCanGroup
ProgettoRENA,matteolepore
ProgettoRENA,ProgettoRENA
saronnornr,TorinoAnni10
saronnornr,davideagazzi
IlariaPais,ProgettoRENA
sociolab_tweet,meedabyte
sociolab_tweet,OuiShare
AleBezzi,Innovandiamo
flavia_marzano,f_galtieri
flavia_marzano,ChiaraPeggy
wendy_tiger,chrisiaio
AleBezzi,TorinoAnni10
FBrudaglio,ProgettoRENA
FBrudaglio,FLuccisano
ValeriaAdani,andrecatta
ValeriaAdani,Annibaledelia
larobbi,ProgettoRENA
SWNaples,NAStartUp
SWNaples,tarmelop
SWNaples,ProgettoRENA
SWNaples,f_galtieri
SWNaples,davideagazzi
SWNaples,FusacchiA
nico_stac,mrcfabbri
Lebowskiana,xdxd_vs_xdxd
Lebowskiana,Lebowskiana
PuntoDock,RanghioFrance
PuntoDock,chrisiaio
PuntoDock,Labsus1
PuntoDock,PuntoDock
EmilBanca,chrisiaio
bobpersio,vignolimatteo
bobpersio,ProgettoRENA
PaolaMicali,ProgettoRENA
larobbi,beavillari
larobbi,chrisiaio
larobbi,ProgettoRENA
alexfoudon,f_galtieri
alexfoudon,ProgettoRENA
DigitaliansEU,lidiamarongiu
DigitaliansEU,napo
siboc,Emblema_
siboc,chrisiaio
siboc,ProgettoRENA
digitalpaths,workingcapital
LiveUru,napo
larobbi,lidiamarongiu
larobbi,napo
karmainspace,BolloAlessandro
f_galtieri,sociolab_tweet
f_galtieri,Enrico
diegoteloni,FondazBrodolini
ceciliamanzo,bia_hvid
ceciliamanzo,ceciliamanzo
Iris_Network,ivanapais
bobpersio,FusacchiA
bobpersio,f_galtieri
sociolab_tweet,ProgettoRENA
pigillone,AleBezzi
pigillone,arduino
TorinoAnni10,ProgettoRENA
TorinoAnni10,stefanomicelli
socialPA_RM,lidiamarongiu
socialPA_RM,napo
violamargiotta,Ale_Nigro
violamargiotta,napo
violamargiotta,ProgettoRENA
PierG,napo
LorenziTania,ProgettoRENA
LorenziTania,MicheledAlena
indugiare,michiamofede
indugiare,AlessandroBollo
indugiare,CultPopSocCoop
ArtOfDecisions,ProgettoRENA
OsservatoreLuc,AlessandraFeol1
OsservatoreLuc,FLuccisano
OsservatoreLuc,Monithon
Ffoodinstitute,YouCanGroup
Ffoodinstitute,ivanapais
f_galtieri,GabroXII
anpugliese,FLuccisano
ColdirettiG,ProgettoRENA
ColdirettiG,MicheledAlena
f_galtieri,czgavazzi
larobbi,chrisiaio
indugiare,AlessandroBollo
mariella_stella,ProgettoRENA
fabriziacalda,EmilBanca
fabriziacalda,damienlanfrey
MattiaSullini,ivanapais
funkylotito,workingcapital
funkylotito,FLuccisano
larobbi,FLuccisano
ghirardinicola,larobbi
ghirardinicola,FusacchiA
ghirardinicola,ProgettoRENA
enzolefevre,f_galtieri
MarinaFattore,napo
larobbi,Socialseed_
larobbi,BolloAlessandro
egferro,Ffoodinstitute
AleBezzi,FusacchiA
ZazzaNM,Rimassasonoio
ZazzaNM,ProgettoRENA
frarusso,stefymilo
frarusso,stefanomicelli
PierG,ZazzaNM
ProgettoRENA,Ffoodinstitute
ProgettoRENA,stefanomicelli
